File Name,Author,Institution,Company
investors-presentation.pdf,[],Others,"['COMPANY' 'Environment' 'BSE' 'CAGR' 'Corporate' 'Globe' 'Inter' 'Lead'
 'Medical' 'NSE' 'Overview' 'PAT' 'India Ltd Gravita India Ltd' 'BSE'
 'Corporate' 'GIFL' 'GIL' 'GNBV' 'NSE' 'Partnership' 'Recyclers' 'SARL'
 'Sri Lanka Gravita Exim Ltd' 'BSE' 'Chittoor' 'Jaipur' 'Jamaica' 'Lead'
 'Managua' 'NSE' 'PET' 'SEZ' 'Senegal' 'Sri' 'MTPA' 'Total' 'Department'
 'General' 'Gravita' 'Lead' 'MREC' 'Mech' 'Medical'
 'Hindalco Industries Limited' 'American' 'Business' 'CEO' 'Commerce'
 'Hindalco' 'International' 'MBA' 'MNIT' 'MREC' 'Mechanical' 'Metallurgy'
 'Metals' 'National' 'Oversees' 'R.A.' 'Associated Gravita India Limited'
 'Gravita India Limited' 'Gravita Joined Gravita India Limited'
 'JSW Steel Limited' 'Jaipur Rugs Company Pvt Ltd' 'Aditya' 'Ansal' 'Comet'
 'Commerce' 'Concrete' 'Congress' 'DLF' 'Gold' 'Institute' 'JSW' 'Larsen'
 'MREC' 'Masters' 'Metallurgy' 'Procurement' 'Rajasthan' 'Business' 'AP'
 'Gandhidham' 'SEZ' 'UPCOMING' 'VENTURES'
 'Gravita India Ltd Gravita India Ltd' 'MTPA Capacity Gravita India Ltd'
 'Gandhidham' 'Jaipur' 'Lead' 'MTPA' 'Pure' 'Business' 'III' 'Jammu'
 'Kathua' 'Lead' 'MTPA' 'Metal' 'Metals' 'Pure' 'SEZ' 'Special'
 'Gravita India Ltd Navam Lanka Ltd' 'MTPA Capacity Gravita Ghana Ltd'
 'Lead' 'MTPA' 'Maputo' 'Mirigama' 'Non' 'Tema' 'Dakar' 'Jamaica' 'MTPA'
 'Managua' 'Non' 'PET' 'Senegal' 'Business' 'Operational' 'Plastic' 'Eco'
 'House' 'Support' 'Business' 'FIEO' 'MSME' 'INR' 'International'
 'Domestic' 'EBIT' 'EBITDA' 'INR' 'MI' 'Minority' 'Total' 'Financial' 'INR'
 'Lead' 'Telecom' 'UPS' 'Aluminium' 'Aluminum' 'Electrical' 'America'
 'Customized' 'D' 'Diversification' 'Journey']"
CLSA - Indian Politics - Taste of India - Election Tamasha - Mother of All!.pdf,[],Others,[]
MMFS_Q1FY17_Results.pdf,['Santanu Chakrabarti'],Research July,"['Absolute' 'BSE' 'FY17' 'FY17E' 'GNPA' 'GNPAs' 'H2FY16' 'H2FY17' 'HOLD'
 'MFs' 'MP' 'NPA' 'NSE' 'OEMs' 'RoE' 'SME' 'TP' 'US' 'UTI' 'Volume' 'YoY'
 'AUM' 'Balance' 'FY16' 'GNPA' 'ICICI' 'Interest' 'NIM' 'NNPA' 'PPoP' 'QoQ'
 'Rsmn' 'Sec' 'YoY' 'AUM' 'ICI' 'Sec' 'YoY' 'GNPA' 'ICI' 'Sec' 'ICI' 'FY14'
 'ICI' 'Interest' 'Sec' 'AUM' 'Capital' 'FY14' 'GNPA' 'ICI' 'Interest'
 'NII' 'NIM' 'Non' 'RoAA' 'Sec' 'Total' 'FY14' 'ICI' 'Interest' 'NPAs'
 'Non' 'Sec' 'ICICI Securities Limited' 'ANALYST' 'CA' 'CFA' 'CICI'
 'Company' 'FINRA' 'ICI' 'ICICI' 'Investment' 'PGDM' 'Rishi_agrawal' 'SEBI'
 'SELL' 'Singapore']"
TTMT-20160211-MOSL-RU-PG016.pdf,[],Research Report Motilal,"['Bloomberg' 'Buy' 'Consol' 'EBITDA' 'EO' 'EPS' 'FY16' 'FY17' 'GBP' 'GBP4'
 'GBP406m' 'Gandhi' 'INR' 'INR744b' 'INRb' 'Inc' 'Interest' 'JLR' 'LCVs'
 'MOSL' 'Oswal' 'PAT' 'PBT' 'Q3FY16' 'QoQ' 'Research' 'SENSEX' 'TP' 'USDb'
 'YoY' 'CFO' 'Capex' 'Cost' 'EBITDA' 'EO' 'Excl' 'FCF' 'GBP' 'GBP22m'
 'GBP376m' 'GBP4' 'GBP406m' 'GBP62m' 'GBP87m' 'GBP921m' 'IFRS' 'Inc' 'Incl'
 'JLR' 'JV' 'LandRover' 'MOSL' 'PAT' 'QoQ' 'Total' 'YoY' 'EBITDA' 'FY17'
 'GBP' 'GBP500m' 'MOSL' 'QoQ' 'YoY' 'Aug' 'EBITA' 'EBITDA' 'FCF' 'FY17'
 'GBP790m' 'HCV' 'INR' 'INR8' 'JLR' 'JV' 'Jun' 'LCV' 'LCVs' 'QoQ' 'Sep'
 'UK' 'US' 'XF' 'YoY' 'EBITDA' 'EO' 'FIAT' 'FY16' 'HCVs' 'INR' 'Inc' 'MOSL'
 'Total' 'CAGR' 'CY14' 'EBITDA' 'FY14' 'FY16' 'FY17' 'INR' 'JLR' 'LCV'
 'MHCV' 'MOSL' 'PVs' 'QoQ' 'SUV' 'XE' 'XF' 'CAGR' 'CMP' 'EBITDA' 'EPS'
 'FY12' 'FY15' 'FY16E' 'FY17' 'GBP' 'IFRS' 'INR' 'JLR' 'TP' 'TTMT' 'Adj'
 'DVR' 'EBITDA' 'FY17' 'INR' 'JLR' 'MOSL' 'TATA' 'TMFL' 'TTMT' 'Tata'
 'Total' 'Auto' 'CMP' 'Exide' 'FY16E' 'INR' 'RoCE' 'RoE' 'TVS' 'Tata'
 'CAGR' 'EBITDA' 'EPS' 'FCF' 'FY1' 'FY12' 'GBP' 'INR' 'JLR' 'MOSL' 'Tata'
 'CVs' 'DOMESTIC' 'FY11' 'GBP' 'INR' 'JLR' 'Total' 'Bank' 'Capital'
 'Current' 'EBITDA' 'Fixed' 'INR' 'PAT' 'CWIP' 'EPS' 'INR' 'Inc' 'Interest'
 'Net' 'No' 'Others' 'ICICI Prudential Life Insurance Company Ltd'
 'Consensus' 'Corporate' 'EPS' 'FII' 'Ford' 'ICICI' 'INR' 'MHCV' 'MOSL'
 'UVs' 'Motilal Oswal Sec Limited'
 'Motilal Oswal Securities International Private Limited'
 'Motilal Oswal Securities Limited'
 'Oswal Capital Markets Singapore Pte Limited'
 'Singapore Motilal Oswal Securities Ltd' 'Acts' 'Advisers' 'Company'
 'Disclosure' 'Exchange' 'FAA' 'FINRA' 'Financial' 'Futures'
 'Institutional' 'Interest' 'International' 'MOS' 'MOSIPL' 'MOSL' 'MOST'
 'MOSt' 'Motilal' 'Mumbai' 'NASD' 'NYSE' 'No' 'Regional' 'Research' 'SEBI'
 'SEC' 'Securities' 'Singapore' 'Suite' 'Unit']"
Jubilant Lifesciences-Nomura.pdf,[''],Research,"['EPS' 'FY19F' 'FY20F' 'INR' 'INR910mn' 'LSI' 'NFASL' 'NewOldNew' 'PAT'
 'PHARMACEUTICALS' 'USD702mn' 'themesJubilant' 'Common' 'EBIT' 'EBITDA'
 'EPS' 'FDEPS' 'FY16FY17FY18FFY19FFY20F' 'FY19FFY20F' 'INR' 'INRmn' 'JCEs'
 'Jubilant' 'NIFTY50' 'NPAT' 'Total' 'USD' 'USDmn' 'Discovery' 'EBITDA'
 'LSI' 'PBT' 'Pharmaceutical' 'FY18' 'Fig' 'INR' 'INR910mn' 'LSC' 'LSI'
 'Life' 'US' 'FY19F' 'INR3bn' 'LSI' 'US' 'CMO' 'FY18' 'INR' 'IPO'
 'Jubilant' 'LSI' 'MIBG' 'USD550mn' 'USD702mn' 'Contract' 'EBITDA'
 'EBITDA127981358315184184732122818' 'FY15FY16FY17FY18FFY19FFY20F'
 'FY16FY17FY18FFY19FFY20F' 'FY18F' 'FY19F' 'FY20F' 'FY20FFY19F' 'INR'
 'Segmental' 'Buy' 'FY19F' 'FY20F' 'LSI' 'Laboratories' 'CMO' 'Capital'
 'Date' 'Disclosures' 'FINRA' 'FY20F' 'ILLC' 'International' 'Investment'
 'JUBILANT' 'LLC' 'LSI' 'NSI' 'Nomura' 'Reuters' 'SIPC' 'Specific'
 'ThomsonOne' 'ABN' 'Benchmark' 'CIN' 'Commodities' 'Disclai' 'EEA' 'EU'
 'Investment' 'KOFIA' 'Korea' 'LLC' 'Monetary' 'NDPI' 'NIHK' 'NIplc'
 'National' 'Nomura' 'PT' 'Private' 'Regi' 'Registered' 'SEBI' 'Sell' 'UK'
 'ﬁNDPIﬂ' 'ﬁNGFPﬂ' 'ﬁNIplcﬂ' 'AN' 'AND' 'BASED' 'BDO' 'BSE' 'BUT'
 'Bloomberg' 'CNS' 'Capital' 'Conduct' 'European' 'Financ' 'Group' 'III'
 'INE' 'INF231299034' 'INM000011419' 'MCX' 'MSCI' 'Merchant' 'NIplc'
 'NOMURA' 'NOT' 'NSE' 'NSL' 'Nomura' 'Prudential' 'Reuters' 'SEBI' 'SELL'
 'UK' 'US' 'YOUR' 'ASIC' 'BRANCH' 'BY' 'COPIED' 'Capital' 'Confidentiality'
 'Conflicts' 'Customer' 'Customers' 'Dubai' 'Futures' 'HONG' 'INFORMATION'
 'Kingdom' 'London' 'NAL' 'NIHK' 'NIplc' 'NOMURA' 'NSI' 'NSL' 'NSM'
 'Nomura' 'ON' 'OR' 'PART' 'PERSON' 'PHOTOCOPIED' 'PORT' 'PRIOR' 'Qatar'
 'REDISTRIBUTED' 'REPORT' 'Regulation' 'SOLICITATI' 'Securities' 'TAIPEI'
 'THE' 'THIS' 'UAE' 'UK' 'US' 'United']"
GLOBAL_PULSE_-_Aleris-_result_update-Mar-19-EDEL.pdf.pdf,['' ''],Factset Edelweiss Securities Limited,"['Reuters Factset Edelweiss Securities Limited' 'ABS' 'ALERIS' 'CY18'
 'CY19' 'EBITDA' 'EDELWEISS' 'EUR' 'Edelweiss' 'FY21' 'FY21E' 'Hindalco'
 'Lewisport' 'MARKET' 'NA' 'Q4CY18' 'Reuters' 'Securities' 'USD' 'USD276mn'
 'USD360mn' 'USD55mn' 'USD61mn' 'YoY' 'EBITDA' 'Edelweiss' 'YoY' 'AMAG'
 'Company' 'Edelweiss' 'Koblenz' 'UACJ' 'Zhenjiang'
 'Edelweiss Securities Limited' 'Edelweiss' 'Mumbai'
 'Edelweiss Secu Limited' 'Commodities' 'Credit' 'ES' 'ESL' 'Edelweiss'
 'Financial' 'Housing' 'Int' 'SEBI' 'SME' 'Securit' 'Securities'
 'Edelweiss Securities Limited' 'ADRs' 'Com' 'Disclaimer' 'ESL' 'Edelweiss'
 'Exchange' 'FINRA' 'Major' 'Mining' 'SEC' 'Securities' 'Subject' 'USA'
 'Edelweiss Securities Limited' 'EIAPL' 'ESL' 'Edelweiss' 'Exchange' 'FAR'
 'FSMA' 'Financial' 'Investment' 'National' 'Ontario' 'SEC' 'SFA'
 'Securities' 'Singapore' 'Suite' 'United']"
Ambit_Technology_Thematic_29Sept2014.pdf,['Sagar Rastogi Utsav Mehta Tel'],Others,"['TECHNOLOGY' 'Ambit Capital Pvt Ltd' 'BUY' ..., 'eClerx' 'ﬁAMBIT' 'ﬁJPPﬂ']"
Axis Direct- Jagran Prakashan -errclub- Double digit Ad growth ahead.pdf,[],Others,"['CMP' 'Company' 'EBITDA' 'FII' 'FY15' 'FY17E' 'JAGP' 'JAGRAN' 'MARKET'
 'MEDIA' 'PE' 'Q3FY15' 'QoQ' 'Rsbn' 'TP' 'Update' 'YoY' 'Dec' 'EBIT'
 'EBITDA' 'EPS' 'JAGP' 'MEDIA' 'NaiDuniya' 'PAT' 'Q2FY16' 'Q3FY15' 'Rsmn'
 'Update' 'YoY' 'EBITDA' 'MEDIA' 'Update' 'EBITDA' 'EFFICIENCY' 'FINANCIAL'
 'FY17E' 'MEDIA' 'Minorities' 'Total' 'Update' 'VALUATION'
 'Axis Asset Management Company Limited' 'Axis Bank Ltd'
 'Axis Mutual Fund Trustee Limited' 'Axis Trustee Services Ltd'
 'Mutual Fund Axis Capital Limited'
 'Particulars Axis Private Equity Limited' 'AMFI' 'ASL' 'Associates' 'Axis'
 'BSE' 'Bank' 'Cash' 'Category' 'Conditions' 'Currency' 'Debenture'
 'Derivatives' 'Domestic' 'Equity' 'Future' 'HNIs' 'Investment' 'Issue'
 'MCX' 'MEDIA' 'Merchant' 'Mutual' 'NSE' 'Research' 'SEBI' 'SX'
 'Securities' 'USE' 'Update' 'Venture' 'Wholesale' 'NA Axis Capital Ltd'
 'Update' 'Axis Securities Limited' 'ADRs' 'ARN' 'ASL' 'Axis' 'BSE' 'CDSL'
 'Company' 'DP' 'Disclosures' 'IN' 'Interest' 'LBS' 'MCX' 'MEDIA' 'Mumbai'
 'NAVs' 'NRI' 'NSE' 'SEBI' 'Tel' 'USA' 'United' 'Update']"
Jefferies- Titan.pdf,['' ''],Others,"['Buy' 'COMPANY' 'Consumer' 'EBITDA' 'EPS' 'EQUITY' 'FY13' 'INR' 'RBI'
 'ROCE' 'Rajasa' 'TTAN' 'E' 'Equity' 'GOFO' 'Gold' 'INCompany' 'INR'
 'Interest' 'International' 'LIBOR' 'TTAN' 'Total' 'Capital' 'Cost'
 'Equity' 'FY13' 'Gold' 'Interest' 'TTAN' 'Adjusted' 'Advances' 'Bank'
 'Company' 'Current' 'Customers' 'Equity' 'Sundry' 'TTAN' 'Total' 'Equity'
 'FY11' 'TTAN' 'Total' 'Advances' 'Bank' 'Current' 'Customers' 'Equity'
 'FY11' 'Inc' 'Interest' 'Provisions' 'Sundry' 'TTAN' 'Total'
 'Jefferies India Private Limited' 'Company' 'DCF' 'EBITDA' 'EPS' 'Equity'
 'FCF' 'FINRA' 'INCompany' 'Incorporated' 'Methodology' 'NASD' 'ROE'
 'TIDCO' 'TTAN' 'Tata' 'ADRs' 'ATS546' 'CE' 'Equity' 'FINRA' 'Financial'
 'Futures' 'INCompany' 'Important' 'International' 'MSCI' 'Monetary'
 'Ratings' 'SEC' 'Securities' 'Singapore' 'TTAN' 'UOB' 'ﬁJefferiesﬂ'
 'Act Jefferies International Limited'
 'Australian Jefferies International Limited'
 'Broker Bombay Stock Exchange Limited'
 'Compliance Officer Jefferies International Limited'
 'Jefferies Hong Kong Limited' 'Jefferies India Private Limited'
 'Jefferies International Limited' 'Jefferies Singapore Limited'
 'National Stock Exchange India Limited' 'Capital' 'Compliance'
 'Corporations' 'Equity' 'European' 'Financial' 'Futures' 'Hibiya'
 'INB011438539' 'INB231438533' 'INCompany' 'INM000011443' 'International'
 'Investments' 'Jefferies' 'Merchant' 'Monetary' 'National' 'Ontario' 'PRC'
 'Regulation' 'Republic' 'Securities' 'Singapore' 'Standard' 'TTAN' 'UOB'
 'US' 'United' 'Equity' 'Important' 'Jefferies']"
"JM+Financial+-+Rain+Commodities+-+Worst+is+behind,+3Q10+ahead+of+estimates.pdf",[],JM Financial Institutional Securities Private Limited,"['JM Financial Institutional Securities Private Limited' 'BSE' 'BUY' 'CFA'
 'CPC' 'CY10' 'CY12' 'CY12E' 'Commodities' 'EBITDA' 'EPS' 'FY12E' 'Green'
 'JM' 'JMFR' 'JMFe' 'Private' 'QoQ' 'RHS' 'Reuters' 'US' 'rollŒforward'
 'JM Financial Institutional Securities Private Limited' 'CPC' 'EBITDA'
 'GPC' 'Interest' 'JM' 'Net' 'PAT' 'PBIT' 'PBT' 'Private' 'QoQ' 'Total'
 'VAT' 'JM Financial Institutional Securities Private Limited' 'CPC'
 'CY10E' 'EBITDA' 'EPS' 'Fuel' 'GPC' 'Interest' 'JM' 'Net' 'Private'
 'Total' 'VAT' 'JM Financial Institutional Securities Private Limited'
 'CPC' 'CY11E' 'EBITDA' 'GPC' 'JM' 'Private' 'RHS' 'US' 'VAT' 'ŒGPC'
 'JM Financial Institutional Securities Private Limited' 'CII' 'CMP' 'CPC'
 'CY12E' 'EBITDA' 'EPS' 'JM' 'Private' 'Total' 'US' 'VAT'
 'JM Financial Institutional Securities Private Limited' 'CALCINED'
 'CEMENT' 'CMP' 'CPC' 'CY08' 'CY09A' 'EBITDA' 'EPS' 'GPC' 'JM' 'OTHERS'
 'PAT' 'Private' 'Total' 'YoY'
 'JM Financial Institutional Securities Private Limited' 'COGS' 'CY12E'
 'Capital' 'EPS' 'Intangible' 'JM' 'Net' 'Private' 'SG'
 'JM Financial Institutional Securities Private Limited' 'AND' 'BOMBAY'
 'Date' 'III' 'JM' 'LIMITED' 'Mumbai' 'NATIONAL' 'Private']"
ICICI Direct- Result Update - NBCC Ltd (Buy)-errclub-  Huge redevelopment opportunities ahead...pdf,['Vaibhav Shah'],Result Update ICICI Securities Ltd,"['Result Update ICICI Securities Ltd' 'AMRUT' 'Atal' 'BUY' 'CAGR' 'CFA'
 'CroreFY14FY15FY16EFY17E' 'EBITDA' 'EPC' 'EPS' 'FY14FY15EFY16EFY17E'
 'FY17' 'FY17E' 'GoI' 'IBM' 'ICICI' 'Institute' 'Ministry' 'MoU' 'NBCC'
 'PMC' 'ParticularAmount' 'Q2FY16QoQ' 'Q3FY16Q3FY15' 'RatingUnchanged'
 'Rejuvenation' 'SOTP' 'Total' 'YoY' 'ChangeComments' 'Comments' 'EBITDA'
 'FY16EFY17E' 'ICICI' 'ICICIdirect.com' 'PMC' 'Particulars' 'Q2FY16QoQ'
 'Q3FY15' 'Q3FY16' 'Q3FY16Q3FY16EQ3FY15' 'YoY' 'bpsEBITDA' 'EBIT' 'EPC'
 'FY17E' 'ICICI' 'ICICIdirect.com' 'NBCC' 'PMC' 'PWO' 'Total' 'YoY' 'CFO'
 'FCF' 'FCFF' 'ICICI' 'ICICIdirect.com' 'Inventory' 'Kasturba' 'NBCC' 'PMC'
 'Cabinet' 'EBIT' 'FY13FY14FY15' 'ICICI' 'ICICIdirect.com' 'JNNURM' 'NBCC'
 'New' 'PMC' 'PMGSY' 'PWO' 'Rajasthan' 'Real' 'SWM' 'Total' 'UP' 'YoY'
 'CIS' 'Commonwealth' 'EBIT' 'EPC' 'ICICI' 'ICICIdirect.com' 'LLC' 'NBCC'
 'National' 'PSUs' 'Total' 'UAE' 'CAGR' 'EB' 'EBITDA' 'EPC'
 'FY11FY12FY13FY14FY15FY16EFY17E' 'FY15' 'FY16E' 'FY17E' 'ICICI'
 'ICICIdirect.com' 'MoU' 'PAT' 'CAGR' 'CPSEs' 'GoI' 'ICICI'
 'ICICIdirect.com' 'NBCC' 'PAT' 'FY15' 'FY17E' 'ICICI' 'ICICIdirect.com'
 'NBCC' 'PAT' 'RoCE' 'RoE' 'DPRs' 'EPC' 'FY16E' 'FY17E' 'ICICI'
 'Karkarduma' 'Ministry' 'NB' 'PMC' 'CAGR' 'CMP' 'DCF' 'EPC' 'FY16' 'FY17E'
 'ICICI' 'ICICIdirect.com' 'NBCC' 'PMC' 'Real' 'SOTP' 'shareComments'
 'valuationEquity' 'ICICI' 'ICICIdirect.com' 'Price2x4x6x8x10x'
 'Allianz Global Investors Asia Pacific Limited'
 'Kotak Mahindra Asset Management Company Ltd'
 'Ltd Allianz Global Investors Asia Pacific Limited'
 'Mahanadi Coalfields Limited' 'Trust Corporation Amundi Hong Kong Limited'
 'AIIMS' 'Bank' 'CPSEs' 'Company' 'DDA' 'DateEvent' 'Global' 'GoI' 'ICICI'
 'ICICIdirect.com' 'Institute' 'LoA' 'MCL' 'Mahanadi' 'Medical' 'NBCC'
 'NBIM' 'PAT' 'PMC' 'Private' 'Talcher' 'Trilokpuri' 'Assets' 'Bank'
 'Capital' 'Current' 'Deferred' 'EBITDA' 'EPS' 'FY14FY15FY16EFY17'
 'FY14FY15FY16EFY17E' 'Fixed' 'ICICI' 'ICICIdirect.com' 'Intangibles'
 'Interest' 'Less' 'PAT' 'Sundry' 'Total' 'CMPM'
 'FY15FY16EFY17EFY15FY16EFY17EFY15FY16EFY17EFY15FY16EFY17EFY15FY16EFY17E'
 'ICICI' 'NAGCON' 'NBCC' 'RoE' 'SIMCON' 'ICICI' 'MIDC' 'Sell'
 'INH ICICI Limited' 'Bank' 'CFA' 'Equity' 'IC' 'ICI' 'ICICI' 'Investment'
 'MBA' 'Sebi']"
Citi Gail.pdf,['' 'Sohini Banerjee'],Citi Research,"['CY18' 'Citigroup' 'EBITDA' 'FY17' 'FY19E' 'FY20E' 'FY21E' 'GAIL'
 'Gazprom' 'Gorgon' 'Important' 'JCC' 'LN' 'LNG' 'LPG' 'MMT' 'MMTPA' 'RIC'
 'RasGas' 'US' 'BPCL' 'Citi' 'FOB' 'FY19E' 'GAIL' 'GSPC' 'HH' 'IOC' 'LNG'
 'LPG' 'Long' 'MMTPA' 'NA' 'NorthWest' 'RasGas' 'RsM' 'US' 'dataCentral'
 'Citi' 'DCF' 'DDM' 'Equity' 'GSPL' 'Gazprom' 'LNG' 'LPG' 'NPV' 'ROE' 'US'
 'CAGR' 'CNG' 'CUGL' 'Citi' 'DCF' 'FY16' 'FY17' 'FY20E' 'FY21' 'GSPL' 'GST'
 'Gas' 'Gurgaon' 'IGL' 'Karnal' 'Key' 'LNG' 'MNGL' 'PNG' 'RIL' 'WACC'
 'Citi' 'DISCLOSURES' 'IMPORTANT' 'ﬁACﬂ' 'Citi' 'Capital' 'Citi'
 'Citigroup' 'Firm' 'GAIL' 'Gazprom' 'Global' 'Markets' 'NY' 'Product'
 'Republic' 'Risk' 'Valuation' 'ﬁFirmﬂ'
 'Citigroup Global Markets India Private Limited' 'CWNR' 'Catal' 'Catalyst'
 'Citi' 'CitiVelocity' 'DISCLOSURES' 'Data' 'DataCentral' 'Downside' 'ETR'
 'FINRA' 'High' 'Investment' 'NON' 'Neutral' 'Product' 'Sell' 'ﬂHoldﬂ'
 'ﬂSellﬂ' 'Citigroup Global Markets Australia Pty Limited'
 'Citigroup Global Markets India Private Limited' 'Citigroup Pty Limited'
 'ABN' 'ADR' 'ADRs' 'AFSL' 'APIMEC' 'ASX' 'Associação' 'Austral' 'BACEN'
 'Bell' 'CCTVM' 'CVM' 'Centre' 'Citi' 'Citibank' 'Citigroup' 'Comissão'
 'Exchange' 'Federal' 'Firm' 'Important' 'Investments' 'NSW' 'Private'
 'Product' 'Prudential' 'Pty' 'US' 'Citigroup Global Markets Asia Ltd'
 'Citigroup Global Markets India Private Limited'
 'Citigroup Global Markets Korea Securities Ltd'
 'Citigroup Global Markets Singapore Pte Ltd'
 'Globa Markets Australia Pty Ltd' 'Singapore Citibank Singapore Ltd' 'ABN'
 'AFSL' 'ANBIMA' 'AO' 'ASX' 'AWT' 'Appraisal' 'Australian' 'BaFin' 'Bangko'
 'Bank' 'CGM' 'CGMJ' 'CGMM' 'CGMSPL' 'CSL' 'Capital' 'Central' 'Centre'
 'Citi' 'Citibank' 'Citicorp' 'Citigroup' 'Comision' 'Company' 'Exchange'
 'FAA' 'FCA' 'FIFC' 'Federal' 'Financial' 'Firm' 'Futures' 'Integrante'
 'Investments' 'KOFIA' 'Kav' 'Korea' 'Laws' 'Level' 'N.A.' 'NA' 'NSW'
 'Osaka' 'PRA' 'PT' 'Park' 'Philippines' 'Private' 'Produc' 'Product'
 'Professional' 'Republic' 'Reuterweg' 'S.A.' 'SEBI' 'SMBC' 'Securities'
 'Singapor' 'Singapore' 'State' 'Suite' 'Superintendencia' 'U99999MH' 's5C'
 'ﬁCGMSPLﬂ' 'Citigroup Global Markets Limited'
 'Global Markets Taiwan Securities Company Ltd' 'Bangkok' 'CGMTS' 'CSL'
 'Capital' 'Centre' 'Citi' 'Citibank' 'Citicorp' 'Citigroup' 'Commission'
 'DIFC' 'Duba' 'Dubai' 'Exchange' 'FCA' 'FINRA' 'Financial' 'Firm'
 'Futures' 'International' 'JSE' 'MSCI' 'Materials' 'PRA' 'Product'
 'Prudential' 'Republic' 'Securities' 'UK' 'US' 'dataCentral' 'ﬁFCAﬂ'
 'ﬁPRAﬂ' 'ﬁProductﬂ']"
kotak_reliance.pdf,['Equities Research' 'Tarun Lakhotia' 'Rohit Chordia' 'Akshay Bhor'],Others,"['Airtel' 'BSE' 'DTH' 'DishTV' 'EV' 'EVs' 'FY2022' 'HotSt' 'OTT' 'PayTM'
 'RIL' 'RoEs' 'SELL' 'Sun' 'UPDATE' 'US' 'YouTube' 'EQUITIES' 'FY2022E'
 'KOTAK' 'RIL' 'Reliance' 'EQUITIES' 'FY2020' 'FY2020E' 'Industries' 'RIL'
 'Reliance' 'SoTP' 'Sum' 'US' 'EBITDA' 'EQUITIES' 'KOTAK' 'Reliance'
 'EQUITIES' 'Industries' 'Rs' 'EQUITIES' 'KOTAK' 'Reliance' 'BUY'
 'INSTITUTIONAL' 'KOTAK' 'Kotak' 'NR' 'SELL' 'Securities'
 'Authority Singapore Kotak Securities Limited' 'BSE Limited'
 'Kotak Mahindra Bank Limited' 'Kotak Securities Limited'
 'Mahindra Old Mutual Life Insurance Limited'
 'National Securi Depository Limited'
 'Office Overseas Affiliates Kotak Securities Ltd'
 'Portfolio Management Kotak Securities Limited'
 'Research Group Kotak Securities Limited' 'ADRs' 'AMFI' 'Associates'
 'Association' 'BSE' 'CDSL' 'CEO' 'Central' 'Compliance' 'Corporate' 'DP'
 'Development' 'FINRA' 'First' 'Futures' 'HOD' 'Institutional' 'Investment'
 'KSL' 'Kotak' 'Level' 'MSE' 'MSEI' 'Mahindra' 'Monetary' 'Mumbai' 'NASD'
 'NSDL' 'NSE' 'National' 'Office' 'PMS' 'Private' 'Research' 'SEBI'
 'Securities' 'Singapore' 'US' 'USA' 'ceo.ks' 'ks.demat']"
